chapter,ref
Pāyantika 3,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845282
Title,/polyglotta/index.php?page=record&vid=1119&level=1&cid=840383
Chapter II,javascript:;
§62,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840385
§63,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840386
§64,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840387
§65,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840388
§66,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840389
§67,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840390
§68,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840391
§69,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840392
§70,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840393
§71,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840394
§72,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840395
§73,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840396
Verses 51-60,/polyglotta/index.php?page=record&vid=511&level=2&cid=504187
Verses 61-70,/polyglotta/index.php?page=record&vid=511&level=2&cid=504262
Chapter VI: Mārgapudgalanirdeśa,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&vid=511&level=2&cid=504328
Verses 11-20,/polyglotta/index.php?page=record&vid=511&level=2&cid=504398
Verses 21-30,/polyglotta/index.php?page=record&vid=511&level=2&cid=504476
Verses 31-40,/polyglotta/index.php?page=record&vid=511&level=2&cid=504547
Verses 41-50,/polyglotta/index.php?page=record&vid=511&level=2&cid=504593
Verses 51-60,/polyglotta/index.php?page=record&vid=511&level=2&cid=504657
Verses 61-70,/polyglotta/index.php?page=record&vid=511&level=2&cid=504731
Verses 71-79,/polyglotta/index.php?page=record&vid=511&level=2&cid=504789
Chapter VII: Jñānanirdeśa,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&vid=511&level=2&cid=504856
Verses 11-20,/polyglotta/index.php?page=record&vid=511&level=2&cid=504910
Verses 21-30,/polyglotta/index.php?page=record&vid=511&level=2&cid=504991
Verses 31-40,/polyglotta/index.php?page=record&vid=511&level=2&cid=505058
Verse 11,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844647
Verse 12,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844649
Verse 13,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844651
Verse 14,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844653
Verse 15,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844655
Verse 16,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844657
Verse 17,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844659
Verse 18,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844661
Verse 19,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844663
Verse 20,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844665
Verse 21-30,javascript:;
Verse 21,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844667
Verse 22,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844669
Verse 23,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844671
Verse 24,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844673
Verse 25,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844675
Verse 26,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844677
Verse 27,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844679
Verse 28,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844681
Verse 29,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844683
Verse 30,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844685
Pāyantika 4,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845283
Pāyantika 5,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845284
Pāyantika 6,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845285
Pāyantika 7,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845286
Pāyantika 8,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845287
Pāyantika 9,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845288
Pāyantika 10,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845289
Pāyantika 11,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845291
Pāyantika 12,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845292
Pāyantika 13,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845293
Pāyantika 14,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845294
Pāyantika 15,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845295
Pāyantika 16,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845296
§74,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840397
§75,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840398
§76,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840399
§77,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840400
§78,/polyglotta/index.php?page=record&vid=1119&level=2&cid=840401
Verses 41-50,/polyglotta/index.php?page=record&vid=511&level=2&cid=505134
Verses 51-56,/polyglotta/index.php?page=record&vid=511&level=2&cid=505211
Chapter VIII: Samāpattinirdeśa,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&vid=511&level=2&cid=505263
Verses 11-20,/polyglotta/index.php?page=record&vid=511&level=2&cid=505338
Verses 21-30,/polyglotta/index.php?page=record&vid=511&level=2&cid=505394
Verses 31-39,/polyglotta/index.php?page=record&vid=511&level=2&cid=505469
Verses 40-43,/polyglotta/index.php?page=record&vid=511&level=2&cid=505538
Chapter IX: Conclusions,/polyglotta/index.php?page=record&vid=511&level=1&cid=505545
Verse 31-40,javascript:;
Verse 31,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844687
Verse 32,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844689
Verse 33,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844691
Verse 34,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844693
Verse 35,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844695
Verse 36,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844697
Verse 37,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844699
Verse 38,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844701
Verse 39,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844703
Verse 40,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844705
Verse 41-50,javascript:;
Verse 41,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844707
Verse 42,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844709
Verse 43,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844711
Verse 44,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844713
Verse 45,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844715
Verse 46,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844717
Verse 47,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844719
Verse 48,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844721
Verse 49,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844723
Verse 50,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844725
Pāyantika 17,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845297
Pāyantika 18,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845298
Pāyantika 19,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845299
Pāyantika 20,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845300
Pāyantika 21,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845302
Pāyantika 22,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845303
Pāyantika 23,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845304
Pāyantika 24,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845305
Pāyantika 25,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845306
Pāyantika 26,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845307
Pāyantika 27,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845308
Pāyantika 28,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845309
Pāyantika 29,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845310
Pāyantika 30,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845311
Pāyantika 31,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845313
Verse 51-60,javascript:;
Verse 51,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844727
Verse 52,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844729
Verse 53,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844731
Verse 54,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844733
Verse 55,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844735
Verse 56,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844737
Verse 57,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844739
Verse 58,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844741
Verse 59,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844743
Verse 60,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844745
Verse 61-70,javascript:;
Verse 61,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844747
Verse 62,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844749
Verse 63,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844751
Verse 64,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844753
Verse 65,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844755
Verse 66,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844757
Verse 67,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844759
Verse 68,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844761
Verse 69,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844763
Verse 70,/polyglotta/index.php?page=record&vid=1126&level=2&cid=844765
Colophon,/polyglotta/index.php?page=record&vid=1126&level=1&cid=844767
Pāyantika 32,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845314
Pāyantika 33,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845315
Pāyantika 34,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845316
Pāyantika 35,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845317
Pāyantika 36,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845318
Pāyantika 37,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845319
Pāyantika 38,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845320
Pāyantika 39,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845321
Pāyantika 40,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845322
Pāyantika 41,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845324
Pāyantika 42,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845325
Pāyantika 43,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845326
Pāyantika 44,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845327
Pāyantika 45,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845328
Pāyantika 46,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845329
Pāyantika 47,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845330
Pāyantika 48,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845331
Pāyantika 49,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845332
Pāyantika 50,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845333
Pāyantika 51,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845335
Pāyantika 52,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845336
Title,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828167
Preface,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828168
Chapter 1: Pramuditā,javascript:;
The praises,javascript:;
Verse 1.1-10,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828170
The first resolve,javascript:;
Verse 1.11-17,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828203
Chapter 2: Vimalā,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828213
Title,/polyglotta/index.php?page=record&vid=1120&level=1&cid=840402
Preface,/polyglotta/index.php?page=record&vid=1120&level=1&cid=840403
Chapter 1: Bodhicittānuśaṃsaḥ,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840404
Verses 21-36,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840424
Chapter 2: Pāpadeśanā,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840441
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840461
Verses 41-60,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840481
Verses 61-66,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840501
Chapter 3: Bodhicittaparigraho,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840508
Verses 21-33,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840528
Chapter 4: Bodhicittāpramādo,javascript:;
Pāyantika 53,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845337
Pāyantika 54,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845338
Pāyantika 55,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845339
Pāyantika 56,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845340
Pāyantika 57,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845341
Pāyantika 58,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845342
Pāyantika 59,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845343
Pāyantika 60,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845344
Pāyantika 61,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845346
Pāyantika 62,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845347
Pāyantika 63,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845348
Pāyantika 64,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845349
Pāyantika 65,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845350
Pāyantika 66,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845351
Pāyantika 67,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845352
Pāyantika 68,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845353
Pāyantika 69,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845354
Pāyantika 70,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845355
Pāyantika 71,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845357
Pāyantika 72,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845358
Pāyantika 73,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845359
Chapter 3: Prabhākarī,javascript:;
Verse 3.1-10,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828230
Verse 3.11-13,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828240
Chapter 4: Arciṣmatī,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828253
Chapter 5: Sudurjayā,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828262
Chapter 6: Abhimukhī,javascript:;
Introduction,javascript:;
Verse 6.1-10,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828270
Self of phenomena,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828279
Production from self,javascript:;
Verse 6.11-20,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828285
Production from other,javascript:;
Verse 6.21-30,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828301
The two truths,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828306
Verse 6.31-40,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828316
Verse 6.41-50,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828329
Mind-only,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828333
Verse 6.51-60,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828339
Verse 6.61-70,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828349
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840542
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840562
Verses 41-48,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840582
Chapter 5: Saṃprajanyarakṣaṇaḥ,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840591
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840611
Verses 41-60,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840631
Verses 61-80,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840651
Verses 81-100,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840671
Verses 101-109,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840691
Chapter 6: Kṣāntipāramitā,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840702
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840722
Verses 41-60,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840742
Verses 61-80,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840762
Verses 81-100,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840782
Pāyantika 74,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845360
Pāyantika 75,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845361
Pāyantika 76,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845362
Pāyantika 77,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845363
Pāyantika 78,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845364
Pāyantika 79,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845365
Pāyantika 80,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845366
Pāyantika 81,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845368
Pāyantika 82,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845369
Pāyantika 83,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845370
Pāyantika 84,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845371
Pāyantika 85,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845372
Pāyantika 86,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845373
Pāyantika 87,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845374
Pāyantika 88,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845375
Pāyantika 89,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845376
Pāyantika 90,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845377
Formula,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845378
Pratideśanīya,javascript:;
Pratideśanīya 1,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845382
Pratideśanīya 2,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845383
Verse 6.71-80,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828360
The dependent nature,javascript:;
Verse 6.81-90,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828370
Verse 6.91-100,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828380
Production from both,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828387
Causeless production,javascript:;
Verse 6.101-110,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828390
Verse 6.110-120,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828400
Dependent arising,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828403
Self of the person,javascript:;
Verse 6.121-130,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828410
Verse 6.131-140,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828422
Verse 6.141-150,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828432
Verses 101-120,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840803
Verses 121-134,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840823
Chapter 7: Vīryapāramitā,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840838
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840858
Verses 41-60,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840878
Verses 61-75,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840898
Chapter 8: Dhyānapāramitā,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840916
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840936
Verses 41-60,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840956
Verses 61-80,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840976
Verses 81-100,/polyglotta/index.php?page=record&vid=1120&level=2&cid=840996
Verses 101-120,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841016
Verses 121-140,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841036
Verses 141-160,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841056
Verses 161-180,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841076
Verses 181-186,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841096
Chapter 9: Prajñāpāramitā,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841105
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841124
Verses 41-60,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841144
Verses 61-80,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841164
Verses 81-100,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841187
Pratideśanīya 3,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845384
Pratideśanīya 4,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845385
Formula,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845386
Śaikṣādharma,javascript:;
Śaikṣa 1,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845390
Śaikṣa 2,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845391
Śaikṣa 3,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845392
Śaikṣa 4,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845393
Śaikṣa 5,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845394
Śaikṣa 6,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845395
Śaikṣa 7,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845396
Śaikṣa 8,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845397
Śaikṣa 9,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845398
Śaikṣa 10,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845399
Śaikṣa 11,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845400
Śaikṣa 12,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845401
Śaikṣa 13,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845402
Conclusion,/polyglotta/index.php?page=record&vid=354&level=2&cid=380292
Sevenfold reasoning of the chariot,javascript:;
Verse 6.151-160,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828442
Verse 6.161-170,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828452
Mere imputation,javascript:;
Verse 6.171-180,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828462
The sixteen kinds of emptiness,javascript:;
Verse 6.181-190,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828472
Verse 6.191-200,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828483
Verse 6.201-210,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828493
Verse 6.211-220,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828503
Verse 6.221-226,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828531
Conclusion,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828534
Chapter 7: Dūraṃgamā,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828538
Chapter 8: Acalā,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828541
Chapter 9: Sādhumatī,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828547
Chapter 10: Dharmameghā,/polyglotta/index.php?page=record&vid=1113&level=1&cid=828550
Chapter 11: buddhabhūmi,javascript:;
The qualities of the grounds,javascript:;
Verse 11.1-10,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828554
Title,/polyglotta/index.php?page=record&vid=193&level=1&cid=322358
Mātṛkā,javascript:;
Threefold division,javascript:;
First division list,javascript:;
First division explanations,/polyglotta/index.php?page=record&vid=358&level=4&cid=381006
Second division list,javascript:;
Second division explanations,/polyglotta/index.php?page=record&vid=358&level=4&cid=381135
Third division list,javascript:;
Third division explanations,/polyglotta/index.php?page=record&vid=358&level=4&cid=381236
Verses 101-120,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841208
Verses 121-140,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841230
Verses 141-160,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841250
Verses 161-168,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841270
Chapter 10: Pariṇāmanā,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841279
Verses 21-40,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841299
Verses 41-58,/polyglotta/index.php?page=record&vid=1120&level=2&cid=841319
Colophon,/polyglotta/index.php?page=record&vid=1120&level=1&cid=841340
Śaikṣa 14,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845403
Śaikṣa 15,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845404
Śaikṣa 16,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845405
Śaikṣa 17,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845406
Śaikṣa 18,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845407
Śaikṣa 19,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845408
Śaikṣa 20,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845409
Śaikṣa 21,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845410
Śaikṣa 22,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845411
Śaikṣa 23,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845412
The result,javascript:;
Verse 11.11-20,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828564
Verse 11.21-30,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828574
The ten powers,javascript:;
Verse 11.31-40,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828584
Verse 11.41-50,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828604
Verse 11.51-56,/polyglotta/index.php?page=record&vid=1113&level=3&cid=828614
Conclusion,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828615
Colophon,/polyglotta/index.php?page=record&vid=1113&level=2&cid=828620
Śaikṣa 24,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845413
Śaikṣa 25,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845414
Śaikṣa 26,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845415
Śaikṣa 27,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845416
Śaikṣa 28,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845417
Śaikṣa 29,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845418
Śaikṣa 30,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845419
Śaikṣa 31,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845420
Śaikṣa 32,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845421
Śaikṣa 33,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845422
Śaikṣa 34,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845423
Śaikṣa 35,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845424
Śaikṣa 36,/polyglotta/index.php?page=record&vid=1128&level=3&cid=845425
